CUSTOMER_ID;NAME;CUSTOMER_AGE;GENDER;EDUCATION_LEVEL;MARITAL_STATUS;INCOME_CATEGORY;STATE
778493808;Eunice Predovic;49;M;High School;Married;$60K - $80K;Nevada
720572508;Danika Parker;38;F;Graduate;Single;Unknown;Wyoming
712661433;Eleanora Grimes III;49;M;Uneducated;Single;$80K - $120K;Hawaii
789172683;Joelle Block;56;M;Doctorate;Married;$60K - $80K;Florida
738406533;Mr. Reagan Ortiz;59;M;Doctorate;Married;$40K - $60K;South Dakota
799723908;Mrs. Maria Yost;46;M;High School;Married;$80K - $120K;California
771490833;Lilla Schamberger;52;M;College;Single;$80K - $120K;Missouri
720756708;Dr. Evan Collins II;52;F;Unknown;Married;Less than $40K;Idaho
779471883;Dr. Ezekiel Wunsch;54;F;Graduate;Married;Less than $40K;Georgia
711525033;Jamie Anderson;66;F;High School;Married;Less than $40K;South Dakota
712813458;Burley Franecki;49;M;Unknown;Married;$120K +;Maryland
714374133;Ayana Bogisich;56;M;Graduate;Married;$120K +;North Dakota
717891558;Prof. Ola Boyer PhD;49;F;Graduate;Unknown;Less than $40K;Oklahoma
716632758;Prof. Corrine Lockman;49;F;Graduate;Single;Less than $40K;Arkansas
768563658;Prof. Reanna Borer DVM;56;M;Uneducated;Married;$40K - $60K;Kansas
711427458;Scarlett Jast;44;F;Graduate;Married;Unknown;Idaho
714091983;Kristian Breitenberg;42;M;High School;Single;$60K - $80K;Texas
787584108;Norval Cole;55;M;Unknown;Married;$80K - $120K;Illinois
712030833;Mr. Wallace Wintheiser IV;48;M;Graduate;Married;$60K - $80K;Wisconsin
711481533;Drew Crona;39;M;High School;Divorced;$60K - $80K;Mississippi
710082708;Prof. Gunner Russel MD;44;M;Post-Graduate;Single;$120K +;Delaware
708155733;Will Reynolds III;53;M;High School;Single;$120K +;Tennessee
788979258;Mrs. Dortha Daniel;51;M;Uneducated;Single;$80K - $120K;New Jersey
807986133;Johathan Wilkinson;57;M;College;Married;$60K - $80K;Oregon
788730933;Mr. Buck Jast II;44;F;Uneducated;Single;Less than $40K;Ohio
711314058;Orin Haag DVM;49;M;Graduate;Married;$60K - $80K;Arizona
717975333;Eusebio Dooley;50;M;Doctorate;Married;$80K - $120K;Alabama
715971108;Aaron Tremblay DVM;51;M;Graduate;Single;$120K +;Virginia
720096558;Lauren Ernser;55;F;Graduate;Married;Less than $40K;Hawaii
719580033;Marc Goodwin;54;M;Graduate;Unknown;$60K - $80K;Maine
820582308;Verlie Murphy V;42;M;Uneducated;Married;$80K - $120K;Montana
789973308;Ms. Vickie Bechtelar;44;M;College;Single;$60K - $80K;South Dakota
712876233;Amya Beier V;53;M;Graduate;Single;$80K - $120K;Louisiana
804595158;Dr. Elza Nader;44;F;Graduate;Single;Less than $40K;Colorado
714826758;Dena Bernier;37;F;Uneducated;Single;Less than $40K;Maine
779058108;Ms. Mona Jacobs;49;M;Graduate;Divorced;$60K - $80K;Arizona
710790258;Ona Connelly;47;M;Graduate;Married;$80K - $120K;Maine
715623483;Billie Lowe;47;M;Graduate;Married;$60K - $80K;Minnesota
715156383;Sasha D'Amore;44;M;Unknown;Unknown;$120K +;Nevada
711013983;Jayde Trantow DVM;55;F;Unknown;Married;$40K - $60K;Minnesota
755420433;Wyman McClure;59;F;Graduate;Married;Unknown;Wisconsin
794543958;Dr. Jaylen McKenzie I;53;M;Graduate;Divorced;$80K - $120K;Kentucky
716396358;Monroe Kihn;52;M;Graduate;Married;$60K - $80K;Colorado
715398033;Mrs. Caterina Kertzmann;53;M;High School;Single;$120K +;Montana
711743883;Carrie O'Conner;43;F;Uneducated;Single;Less than $40K;Rhode Island
719720058;Dr. Nadia Von;44;M;High School;Single;$60K - $80K;Alaska
778992108;Bettie Pfannerstill;57;M;Unknown;Married;$120K +;Texas
717539808;Dr. Crawford Kozey V;51;F;High School;Single;Less than $40K;New Jersey
714070758;Reilly Lebsack IV;49;M;High School;Single;$80K - $120K;Texas
714107958;Torrey Christiansen;45;M;Graduate;Single;$40K - $60K;Wyoming
789140283;Tracey Bergstrom;53;M;Graduate;Single;$80K - $120K;Delaware
715550508;Alena Nikolaus;45;F;Unknown;Married;Unknown;Arkansas
719712633;Maryse Cremin;64;M;Graduate;Married;Less than $40K;Wisconsin
772629333;Eloisa Okuneva;45;M;Graduate;Married;$40K - $60K;Washington
720336708;Jewell Tillman;53;M;Doctorate;Married;$40K - $60K;Nevada
802013583;Dr. Lilliana Hackett IV;56;M;College;Married;$120K +;Oklahoma
711887583;Mikel Effertz;47;M;Unknown;Married;$80K - $120K;Maine
714778833;Vicenta Langworth III;49;F;College;Single;Unknown;Wyoming
713843283;Eryn Bartell;41;F;Unknown;Married;Unknown;Kentucky
779155158;Grayson Sawayn;53;M;Graduate;Married;$120K +;Massachusetts
721091583;Prof. Zena Blanda;44;F;Graduate;Single;Less than $40K;Oregon
713572683;Zander Baumbach PhD;44;M;High School;Unknown;$60K - $80K;Pennsylvania
716657058;Melvin Hartmann;43;F;Post-Graduate;Married;Less than $40K;Arkansas
779509983;Leonel Gutmann Jr.;53;M;Post-Graduate;Single;$120K +;North Dakota
717929133;Marley Fritsch;44;M;Uneducated;Married;$60K - $80K;Colorado
808284783;Tavares Ankunding;62;F;Unknown;Married;Less than $40K;South Carolina
708476808;Dustin Spencer;54;M;Unknown;Divorced;$120K +;Kansas
710916408;Carolina Feeney;57;M;Graduate;Married;$60K - $80K;Hawaii
708492558;Barney Lind;42;M;Unknown;Married;$60K - $80K;Oklahoma
799825758;Dr. Lamont Becker;42;M;High School;Divorced;$60K - $80K;Florida
718619883;Neil Nicolas PhD;54;F;Uneducated;Married;Less than $40K;Georgia
711844758;Pearlie Goodwin;48;M;Graduate;Single;$80K - $120K;New Mexico
714798783;Erna Swaniawski Sr.;49;M;Graduate;Single;$80K - $120K;New Jersey
826762908;Marcel Mante;52;M;High School;Unknown;$80K - $120K;South Dakota
771894558;Willie Becker;50;M;High School;Single;$80K - $120K;Florida
721074183;Jack Blanda;49;M;Doctorate;Married;$60K - $80K;Massachusetts
715259583;Woodrow Marvin;53;F;High School;Married;Less than $40K;Kansas
718414008;Monserrat Ledner;50;M;Graduate;Single;$120K +;Ohio
719666283;Nia Bode;55;F;Doctorate;Married;Less than $40K;Montana
714877233;Assunta Mohr;53;M;High School;Married;$80K - $120K;Washington
785387883;Dr. Laverna Kling;47;F;High School;Single;$40K - $60K;Colorado
771075258;Erin Parisian;55;M;College;Single;$120K +;Rhode Island
711318033;Sierra Fisher;47;M;Graduate;Single;$60K - $80K;Alabama
783554958;Mrs. Anabelle Crist PhD;58;M;Graduate;Single;$120K +;New Hampshire
720201033;Dr. Hilbert Schamberger PhD;53;M;Graduate;Married;$80K - $120K;Idaho
718039683;Reed Heidenreich II;52;M;High School;Single;$40K - $60K;North Dakota
710806083;Jorge Gleason;50;F;Uneducated;Unknown;Less than $40K;Vermont
714752208;Susanna Bauch;42;F;Graduate;Married;Less than $40K;South Carolina
822063408;Hailey Bradtke;43;M;Unknown;Married;$40K - $60K;Colorado
714490308;Miss Tiffany Gutmann;57;M;Graduate;Married;$80K - $120K;Maryland
713356833;Gust DuBuque;52;M;Graduate;Married;$80K - $120K;Washington
711402333;Brittany Veum;47;M;Doctorate;Single;Less than $40K;Rhode Island
708296883;Prof. Noe Wiegand Jr.;44;F;Graduate;Single;$40K - $60K;South Carolina
719154483;Dr. Sydnee Ledner IV;53;M;High School;Divorced;$60K - $80K;Idaho
717721458;Stanley Kub;45;M;College;Divorced;$60K - $80K;Virginia
711112683;Derek Johnston III;63;F;College;Married;Unknown;Arkansas
715674483;Junius Durgan;39;F;Post-Graduate;Single;Less than $40K;Missouri
789322833;Miss Aubrey Bogisich;48;F;High School;Married;Less than $40K;Pennsylvania
789968058;Darby Jakubowski;51;M;Unknown;Single;$120K +;Washington
709919283;Mr. Alexzander Connelly Jr.;54;M;Graduate;Married;$80K - $120K;New Mexico
718744008;Miss Rosalyn Franecki;59;F;Graduate;Single;Less than $40K;South Carolina
767712558;Millie Lindgren II;59;M;College;Single;$60K - $80K;Wisconsin
712950783;Tommie Greenholt;48;F;Uneducated;Married;Less than $40K;Maine
716104983;Reginald Gutmann;41;F;Graduate;Single;Less than $40K;Delaware
818839983;Miss Abigail Keeling;55;M;Graduate;Married;$120K +;Rhode Island
772288758;Baron Fadel;47;F;Graduate;Married;Unknown;New York
712350858;Carter Runte IV;41;M;High School;Married;$80K - $120K;New Hampshire
711009708;Rasheed Bailey;40;M;High School;Single;$80K - $120K;South Dakota
712720158;Loyce Kub;68;M;Graduate;Married;Unknown;Connecticut
712215258;Prof. Norberto Bradtke;50;F;Graduate;Single;$40K - $60K;Montana
773827008;Creola Schultz;47;M;Uneducated;Single;$60K - $80K;Alaska
795232683;Jewell Hintz;53;F;College;Married;Less than $40K;Oklahoma
713786508;Reina Satterfield MD;42;F;Unknown;Married;$40K - $60K;Kentucky
713539833;Emile Feeney;48;F;High School;Single;$40K - $60K;Minnesota
712454058;Dolly Heller MD;49;M;Doctorate;Married;$120K +;New York
712701333;Ms. Ara Dibbert;53;M;High School;Married;$60K - $80K;Texas
709494483;Kennedy Abbott;63;F;Unknown;Married;Less than $40K;North Carolina
773373108;Brennan Hessel;49;F;High School;Married;Less than $40K;New Hampshire
715812258;Barrett Morar;45;M;High School;Married;$80K - $120K;Indiana
778286433;Eulah Witting;67;M;Graduate;Married;$40K - $60K;South Dakota
789270033;Miss Aurelie Greenholt PhD;48;M;Graduate;Single;$80K - $120K;Maine
711569433;Carole Emard DVM;51;F;Uneducated;Divorced;Less than $40K;Vermont
720214833;Daren Denesik III;52;M;High School;Single;$80K - $120K;Arizona
709346133;Marilyne Osinski;55;F;Uneducated;Married;Unknown;Vermont
788194458;Adolfo Fadel;34;M;High School;Married;$60K - $80K;Michigan
720779733;Morgan Fay;56;M;Uneducated;Married;$120K +;New Mexico
717424458;Royce Johnson;44;F;Post-Graduate;Married;Less than $40K;Missouri
708820308;Ceasar Huels;47;M;Post-Graduate;Unknown;$80K - $120K;Delaware
710558058;Kelton Cormier;46;F;Unknown;Married;Less than $40K;Texas
770590758;Bethany McLaughlin;43;F;Graduate;Single;$40K - $60K;West Virginia
718490658;Darrin Ritchie;50;F;Graduate;Single;Less than $40K;Arizona
711985833;Santos Jaskolski;38;F;Uneducated;Single;Less than $40K;Illinois
708967608;Miss Name Ziemann I;53;F;Graduate;Single;Less than $40K;Wyoming
718505958;Rick Brown;43;M;Graduate;Divorced;$120K +;South Dakota
715024233;Ms. Rossie Prohaska MD;53;M;High School;Married;$120K +;New York
779249583;Felton Lockman;56;F;Graduate;Married;Less than $40K;Maine
709278258;Dr. Eloy Block;54;M;Unknown;Married;$40K - $60K;Montana
778928283;Gilberto Stanton Jr.;57;F;High School;Married;Less than $40K;Virginia
712299858;Dr. Johnpaul Watsica IV;62;M;High School;Married;Less than $40K;Iowa
799224108;Clark Auer;46;F;Graduate;Single;Less than $40K;New York
809976033;Blanche Kautzer;49;M;Uneducated;Married;$60K - $80K;North Dakota
716203308;Ken Koch;52;M;Graduate;Single;$80K - $120K;Missouri
714871683;Sarai Bergstrom;58;M;Uneducated;Married;$40K - $60K;Iowa
716139933;Mrs. Camylle Kshlerin;54;M;High School;Married;$80K - $120K;Alabama
716984658;Jaiden Ullrich;49;M;Graduate;Married;$120K +;Florida
713086008;Katrine Gerhold;58;F;High School;Married;Less than $40K;South Dakota
713773458;Zachary Gorczany IV;52;M;High School;Single;$60K - $80K;Iowa
719242533;Maria Hintz;41;M;High School;Married;$60K - $80K;Kentucky
772712658;Fiona Durgan;62;F;Uneducated;Married;Less than $40K;Indiana
788868858;Mr. Kayden Leannon DDS;54;M;Graduate;Married;Less than $40K;Pennsylvania
811898133;Sheridan Schamberger;40;F;High School;Divorced;Less than $40K;Wyoming
788808633;Mr. Chris Konopelski V;43;M;Graduate;Married;$80K - $120K;Louisiana
779804208;Electa Jacobs;53;F;Graduate;Single;$40K - $60K;New Mexico
781391058;Kassandra Lakin;55;M;Uneducated;Single;$40K - $60K;Illinois
790134408;Miss Lexie Hane DVM;46;M;Graduate;Single;$60K - $80K;Hawaii
788853258;Jalyn Bailey;41;M;Uneducated;Married;$60K - $80K;Delaware
711857733;Bonnie Casper DDS;49;M;Uneducated;Single;$60K - $80K;Maine
822969858;Dr. Giles Legros;61;F;Graduate;Married;Unknown;Wisconsin
719554758;Emilie Steuber II;46;M;Uneducated;Married;$80K - $120K;Kentucky
711643458;Jude Towne;50;F;Uneducated;Married;Less than $40K;Virginia
788830683;Dr. Granville Goldner DDS;40;M;Graduate;Single;$80K - $120K;New York
807030858;Alvina White;51;M;High School;Single;$120K +;Pennsylvania
793059108;Prof. Devante Larson DDS;50;F;Graduate;Married;$40K - $60K;Missouri
716568708;Mrs. Norene Littel;47;F;Graduate;Married;Less than $40K;Virginia
828281733;Isai Bogisich;43;M;Unknown;Married;$120K +;Pennsylvania
717229158;Adrienne Bernier;36;F;Graduate;Married;$40K - $60K;Florida
715915458;Hayden Schmitt Jr.;47;F;Graduate;Married;Less than $40K;Indiana
819129858;Garland Bradtke Sr.;46;F;Graduate;Single;Less than $40K;Louisiana
713441958;Letha Orn;46;M;High School;Married;$120K +;Pennsylvania
719091333;Prof. Elody Walter MD;52;M;Uneducated;Married;$60K - $80K;Delaware
708666258;Mr. Leopold Hintz;43;M;Unknown;Married;$40K - $60K;Missouri
714914583;Zita Ritchie;40;F;Graduate;Single;Less than $40K;South Dakota
714363858;Karli Labadie;54;F;High School;Married;Less than $40K;Texas
721347408;Ms. Lilyan Dietrich;55;F;High School;Single;Less than $40K;Virginia
809608533;Spencer Eichmann;49;F;Post-Graduate;Single;Unknown;Maine
772047183;Prof. Dennis Hayes V;45;M;High School;Married;$40K - $60K;Georgia
714217908;Mrs. Willie O'Hara;49;M;Graduate;Married;$40K - $60K;Virginia
714819183;Raleigh Ernser;63;M;Uneducated;Married;$80K - $120K;New Hampshire
716455683;Ms. Geraldine Erdman;40;F;High School;Single;Less than $40K;Arkansas
710865633;Prof. Lucious Bergnaum IV;41;F;Graduate;Married;Less than $40K;Louisiana
752952108;Kenny Kiehn;37;M;Graduate;Married;$80K - $120K;New Mexico
712595433;Janick Toy;58;M;Uneducated;Unknown;$120K +;New Hampshire
714982383;Amos Heaney DVM;55;M;High School;Married;$60K - $80K;Mississippi
813814008;Mrs. Earlene Goodwin;53;F;High School;Married;Less than $40K;Washington
794545983;Ellie Waters;57;M;Graduate;Married;$80K - $120K;Ohio
708288108;Prof. Rachelle Ryan;43;M;Post-Graduate;Unknown;$80K - $120K;Vermont
715585158;Brennan Gulgowski;58;M;Graduate;Married;$60K - $80K;Washington
810449883;Flo Zieme;64;M;Unknown;Married;Less than $40K;Maryland
789863208;Fay Harris;54;F;Graduate;Married;Less than $40K;Delaware
715022133;Dr. Kiel Gerhold II;53;M;Graduate;Married;$60K - $80K;Ohio
712506708;Ms. Iliana Kuvalis IV;39;F;College;Single;Less than $40K;Louisiana
715699983;Kaela Frami PhD;56;M;High School;Married;$60K - $80K;Arizona
818942433;Adrian Thompson;54;F;Unknown;Divorced;Less than $40K;Hawaii
718759833;Sadye Prosacco;44;F;Uneducated;Married;Unknown;Connecticut
718803333;Mrs. Cora Shanahan;43;F;Graduate;Divorced;Less than $40K;Illinois
720253908;Earnestine Strosin II;56;M;High School;Married;$80K - $120K;Oregon
714133158;Janet Tromp;59;F;College;Single;Unknown;New Mexico
713187033;Green Strosin;46;M;Uneducated;Married;$60K - $80K;Georgia
714791208;Uriel Torphy Sr.;47;F;Unknown;Divorced;Less than $40K;New Mexico
772426383;Liliane Lind I;50;F;Uneducated;Married;$40K - $60K;Alabama
710975883;Lila Hintz Jr.;51;F;Uneducated;Married;Less than $40K;Idaho
714264408;Dr. Charlotte Auer;47;F;Uneducated;Married;Less than $40K;Tennessee
715827858;Prof. Amir Ryan MD;58;F;Uneducated;Married;Less than $40K;Louisiana
713741358;Lesly Lynch Sr.;46;M;Graduate;Single;$80K - $120K;Michigan
709531908;Casimir Dicki;53;M;High School;Married;$60K - $80K;Connecticut
716493408;Prof. Stuart Brakus Sr.;45;F;Uneducated;Divorced;Unknown;Oklahoma
714141108;Roscoe Purdy;52;F;High School;Married;Less than $40K;West Virginia
708953883;Marian Cummings;53;M;Unknown;Married;$80K - $120K;Michigan
712608783;Mrs. Lizeth Okuneva;50;M;High School;Married;$80K - $120K;Maine
820353558;Arlie Gorczany II;41;F;High School;Married;$40K - $60K;Maine
714964758;Ray Swift PhD;45;F;Graduate;Divorced;$40K - $60K;Washington
716264358;Torrance Senger;53;M;Uneducated;Married;$80K - $120K;Alabama
717296808;Miss Maritza Gleason;67;F;Graduate;Married;Less than $40K;Tennessee
712977183;Javier Tillman;57;F;Uneducated;Single;$40K - $60K;Iowa
710829108;Brisa Feil;59;F;Uneducated;Married;$40K - $60K;Virginia
779562633;Felipe Renner;45;M;Uneducated;Married;$40K - $60K;North Dakota
715315833;Elenora Crona V;51;M;Graduate;Married;$80K - $120K;Alabama
815500983;Earnestine Upton;59;F;Uneducated;Married;Less than $40K;Oregon
719360583;Carley Johnston;53;M;Graduate;Married;$60K - $80K;Texas
709701558;Mr. Cletus Schuppe Sr.;47;M;Graduate;Married;$60K - $80K;Illinois
721148358;Gina Adams;49;F;Uneducated;Single;Unknown;Kansas
779862408;Mr. Antone Schowalter MD;49;M;Post-Graduate;Single;$80K - $120K;Iowa
812627208;Lauryn Nikolaus MD;60;F;College;Single;Less than $40K;Missouri
711033408;Dr. Lindsey Medhurst Jr.;50;F;High School;Married;Less than $40K;Virginia
779956608;Gunnar Spencer;41;F;Post-Graduate;Married;Unknown;South Carolina
780376683;Nicklaus Jerde;57;M;Graduate;Married;$80K - $120K;Arkansas
717912483;Devyn Paucek DVM;43;M;Graduate;Unknown;$80K - $120K;Delaware
714454758;Landen Wyman DVM;57;F;Graduate;Married;Less than $40K;South Dakota
780466533;Herminia Zboncak MD;54;M;Doctorate;Married;$120K +;Kentucky
715735233;Kris Zulauf;51;F;Post-Graduate;Married;Less than $40K;Wyoming
720476733;Wade Steuber;47;F;High School;Married;Less than $40K;South Carolina
715872333;Dillan Keeling;41;M;High School;Unknown;$120K +;Maryland
712375758;Jana Marvin;53;M;Uneducated;Married;$80K - $120K;Arizona
708868233;Bruce Jenkins;68;M;High School;Married;Less than $40K;Michigan
718030083;Jeramy Blanda;59;M;College;Married;$60K - $80K;Montana
720707283;Prof. Sim McKenzie Jr.;48;M;Unknown;Married;$80K - $120K;South Carolina
771698658;name;44;M;Graduate;Married;$60K - $80K;Illinois
748326258;Henriette Thiel;48;M;College;Married;$80K - $120K;Colorado
770817783;Samara Stoltenberg IV;47;M;Graduate;Married;$60K - $80K;North Dakota
779353083;Mallory Spinka V;47;M;Graduate;Married;$60K - $80K;Wyoming
711441333;Vernice Keebler;43;F;High School;Divorced;Less than $40K;Ohio
719808558;Prof. Eliseo Koepp MD;55;F;Graduate;Married;Less than $40K;Georgia
711551958;Dr. Robert Cremin Jr.;59;M;Post-Graduate;Married;$60K - $80K;Florida
809164083;Molly Wintheiser DVM;63;M;Graduate;Married;$40K - $60K;New Hampshire
820596183;Norbert Feil DVM;58;M;College;Married;$120K +;Maryland
715999608;Tamia Kassulke DVM;53;F;High School;Married;Less than $40K;North Carolina
710565408;Frederique McClure;59;M;Unknown;Unknown;$80K - $120K;Arkansas
805543158;Desiree Windler;52;M;Graduate;Married;$120K +;Oregon
709752183;Maia Muller;48;M;High School;Single;$60K - $80K;Colorado
716479233;Chelsie Stark;43;M;High School;Married;$40K - $60K;Alabama
713837058;Rosendo Stanton;48;M;College;Single;Less than $40K;Indiana
718876683;Minerva Hoeger;43;F;Graduate;Single;Less than $40K;Louisiana
770746908;Henri Thiel;44;M;Unknown;Married;$60K - $80K;Arkansas
794843883;Alberta Bergnaum;41;M;High School;Married;$80K - $120K;Kansas
803043933;Mr. Warren Kertzmann;44;F;Uneducated;Divorced;Less than $40K;Oklahoma
758076408;Mertie Stroman Jr.;50;M;Unknown;Single;$40K - $60K;New York
714606558;Miss Britney Kuvalis III;60;F;Uneducated;Married;Less than $40K;South Dakota
778425408;Amber Murazik II;44;M;Graduate;Single;$80K - $120K;Minnesota
714171108;Dr. Nicklaus Bogan;48;F;Graduate;Divorced;$40K - $60K;Maine
719662458;Marty Wunsch;44;F;Graduate;Divorced;Less than $40K;Wyoming
713137233;Kellen Batz;41;M;High School;Single;$80K - $120K;Montana
769425858;Miss Bettie Halvorson DDS;45;M;College;Single;$60K - $80K;Indiana
711297483;Audreanne Lueilwitz;47;F;Uneducated;Divorced;Less than $40K;California
788900883;Mr. Maxime Ward;51;F;Graduate;Married;Less than $40K;Arizona
758348808;Mac Stracke;51;M;Graduate;Married;$120K +;Washington
772336458;Marielle Nikolaus;60;F;Uneducated;Married;$40K - $60K;Hawaii
708711483;Prof. Samir Lubowitz;57;M;Unknown;Married;$80K - $120K;Montana
717906783;Julianne Volkman;41;M;Graduate;Single;$120K +;Vermont
719437908;Coy Maggio;44;M;Post-Graduate;Divorced;$80K - $120K;Iowa
769433508;Rex Predovic;43;M;College;Single;$60K - $80K;Iowa
790096533;Judge Price;55;M;College;Married;$60K - $80K;Tennessee
720997383;Caroline Armstrong Jr.;52;M;Uneducated;Married;$80K - $120K;Arkansas
787541883;Ephraim Gerlach;44;M;Graduate;Unknown;$80K - $120K;Indiana
709930758;Katrina Kuhlman Sr.;41;M;Uneducated;Married;$40K - $60K;Colorado
789830058;Alexandre Vandervort;44;M;Unknown;Single;$80K - $120K;Utah
710299608;Norwood Turcotte;53;F;Unknown;Married;Less than $40K;Tennessee
710741208;Neal Hamill PhD;39;M;High School;Single;$80K - $120K;Ohio
821797008;Sabryna Marks;49;M;College;Married;$40K - $60K;South Dakota
708874533;Kacie Hartmann;45;F;College;Married;Less than $40K;Kansas
715341858;Prof. Jillian Grimes;54;M;Graduate;Married;$80K - $120K;Minnesota
793636308;Jayda Emmerich;49;M;Uneducated;Single;$80K - $120K;New Mexico
713779908;Mr. Ricky Erdman;46;F;Doctorate;Single;Unknown;Tennessee
712125258;Deron Effertz;46;M;High School;Married;$120K +;Idaho
709703433;Prof. Hilton Abshire IV;47;M;Graduate;Married;$60K - $80K;Hawaii
721022433;Ms. Twila Rau PhD;44;M;Doctorate;Single;$60K - $80K;Wisconsin
710103558;Mr. Ola Metz II;50;M;Post-Graduate;Single;$120K +;California
715952883;Loyce Bailey;73;M;High School;Married;$40K - $60K;Idaho
719731458;Valentin Adams PhD;56;M;Unknown;Unknown;$40K - $60K;North Dakota
772390908;Prof. Shanie Feil DVM;59;M;High School;Single;$40K - $60K;North Carolina
787348608;Jazlyn Smitham;70;M;High School;Married;Less than $40K;Rhode Island
709485033;Dr. Lamont Cole MD;55;F;High School;Married;Less than $40K;Louisiana
715432608;Elroy Dicki DVM;43;M;Unknown;Single;$60K - $80K;Rhode Island
799471833;Brent Pfannerstill;45;M;Uneducated;Single;$120K +;Missouri
714187533;Emmie Effertz DDS;45;F;Uneducated;Single;$40K - $60K;Idaho
779656908;Jesus Kuhn;40;M;Graduate;Married;$40K - $60K;Utah
788950158;Vaughn Denesik;36;M;College;Unknown;$80K - $120K;Maryland
778867533;Rosendo Goldner;59;F;Post-Graduate;Married;$40K - $60K;Indiana
710620383;Peyton Bailey;43;M;Unknown;Married;$60K - $80K;Montana
778661358;Ashlynn Gutkowski;46;F;Unknown;Married;Less than $40K;Oklahoma
789483333;Mrs. Alta Schinner;41;M;Uneducated;Married;$40K - $60K;Florida
809855808;Emily Sanford;51;F;Graduate;Married;Less than $40K;Tennessee
718464258;Prof. Leopoldo Collier;51;F;Unknown;Unknown;Less than $40K;Montana
708528483;Erica Schiller;43;F;Graduate;Divorced;Unknown;Arizona
771809733;Solon Rolfson;64;F;High School;Married;$40K - $60K;Hawaii
719942883;Armani O'Conner;54;M;Graduate;Married;$60K - $80K;Tennessee
807226683;Prof. Hayley Lindgren DVM;48;M;Unknown;Single;$40K - $60K;Indiana
717806133;Rowland Pfannerstill;40;M;Uneducated;Divorced;$60K - $80K;Nevada
720615708;Taryn Kautzer;57;M;Uneducated;Married;$40K - $60K;Tennessee
